#,Player,Team,Pos,ADP,PTS,GP,PTS,G,A,'+/-,PIM,EVG,EVA,GWG,PPG,PPA,PPP,SOG,ATOI,FOW,BLK,HIT,GS,W,L,T/O,SO,SV,GA,SA,SV%,GAA
572,Joel Hofer,Blues,G,125.5,173.6,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,47,23,18,6,2.6,1208,132,1340,0.901,2.81
573,Darcy Kuemper,Kings,G,192.3,173.3,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,44,23,16,5,2.5,1089,121,1210,0.900,2.75
574,Brandon Tanev,Utah,"LW,RW",—,171.3,73,12,4.8,6.8,0.7,36,5,7,1,0,0,0,63.5,9.6,5.4,56.8,141.1,—,—,—,—,—,—,—,—,—,—
575,Aatu Raty,Canucks,C,—,170.7,76,20,8.9,11.2,'-8.2,32,9,11,1,0,0,0.2,76,11,471.8,20.1,146,—,—,—,—,—,—,—,—,—,—
576,Marc Gatcomb,Knights,RW,—,169.8,68,12,7.8,4.4,3.7,23,8,4,1,0,0,0.7,73.3,9.9,42.6,30.6,184.5,—,—,—,—,—,—,—,—,—,—
577,Josh Samanski,Oilers,C,—,169.4,80,19,6,13,4,38,6,13,1,0,0,0,36,9,182,41,67,—,—,—,—,—,—,—,—,—,—
578,Yaroslav Askarov,Sharks,G,161.3,167.4,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,50,23,21,6,1.7,1387,163,1550,0.895,3.26
579,Dan Vladar,Flyers,G,144.4,167.2,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,44,22,17,5,2.3,1173,125,1298,0.903,2.84
580,Pyotr Kochetkov,Hurricanes,G,203.4,166.9,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,39,22,13,4,2.3,907,107,1014,0.894,2.74
581,Anton Forsberg,Kings,G,—,163.0,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,40,21,14,5,2.4,992,108,1100,0.901,2.70
582,Martin Pospisil,Flames,"C,RW",—,162.8,77,18,6.7,11.1,'-6.5,64,7,11,1,0,0,1.1,76,9.9,77.1,20.6,213.2,—,—,—,—,—,—,—,—,—,—
583,Mathieu Joseph,Oilers,RW,—,162.0,63,15,4.6,10.8,3.4,24,4,11,1,0,0,1,57,10,13,31.1,99.9,—,—,—,—,—,—,—,—,—,—
584,Nico Daws,Devils,G,—,161.5,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,40,21,14,5,2.2,988,112,1100,0.898,2.80
585,Jeff Malott,Ducks,LW,—,160.7,68,13,5.9,7.1,1.1,38,6,7,1,0,0,0.6,71.1,9.6,0.8,29.5,117.5,—,—,—,—,—,—,—,—,—,—
586,Joe Veleno,Rangers,C,—,158.1,74,14,6.7,7,'-2.9,25,6,7,1,0,0,0,67.5,11.3,220.4,34.9,143.6,—,—,—,—,—,—,—,—,—,—
587,Joel Kiviranta,Stars,"LW,RW",—,157.7,66,13,6.5,6.9,2.4,20,6,7,1,0,0,0,67.8,9.8,1.9,25.3,99.7,—,—,—,—,—,—,—,—,—,—
588,Emil Andrae,Maple Leafs,D,—,157.6,59,10,2,8.4,1.3,27,2,8,0,0,1,0.7,44,15.8,0.4,68.4,64.3,—,—,—,—,—,—,—,—,—,—
589,Arturs Silovs,Penguins,G,204.9,157.4,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,46,21,19,6,1.7,1232,148,1380,0.893,3.22
590,Jesper Boqvist,Devils,"C,LW",—,156.4,71,15,6.1,8.4,0.7,21,6,8,1,0,0,0.5,65.7,10.6,70.4,24.7,113.7,—,—,—,—,—,—,—,—,—,—
591,Akira Schmid,Panthers,G,—,155.5,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,36,20,12,4,2,872,100,972,0.897,2.78
592,Cole Smith,Blackhawks,LW,—,153.5,73,15,7.6,6.9,'-5.9,44,7,6,1,0,0,0,75.2,12.6,7.3,24.4,163.5,—,—,—,—,—,—,—,—,—,—
593,Tristan Jarry,Oilers,G,—,153.2,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,38,20,14,4,1.7,969,114,1083,0.895,3
594,Jeffrey Viel,Lightning,LW,—,152.9,67,12,6.1,5.6,3,51,6,6,1,0,0,0.7,68.2,9.6,0.2,25.1,113.2,—,—,—,—,—,—,—,—,—,—
595,Cale Fleury,Kraken,D,—,152.8,51,9,2.6,6,'-5,22,2,6,0,0,0,0.7,59.9,16.1,0,67.9,88.5,—,—,—,—,—,—,—,—,—,—
596,Jack St. Ivany,Jets,D,—,152.5,55,13,1.8,10.9,'-3.3,28,2,11,0,0,0,0.8,45.5,15.3,0,62.1,90.1,—,—,—,—,—,—,—,—,—,—
597,Thatcher Demko,Canucks,G,205.7,151.5,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,43,19,18,6,2.2,1124,123,1247,0.901,2.86
598,Zach Bogosian,Wild,D,—,150.7,61,10,2.7,7,3,35,3,7,0,0,0,0,51.2,13.7,0.3,54.4,77,—,—,—,—,—,—,—,—,—,—
599,Alex Lyon,Sabres,G,187.2,149.9,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,37,19,14,4,1.9,931,105,1036,0.899,2.84
600,Isac Lundestrom,Blue Jackets,C,—,149.3,56,12,4.8,7.3,'-0.7,12,4,7,1,0,0,0.3,57.4,12.4,253.4,40.4,37.4,—,—,—,—,—,—,—,—,—,—
601,Jake Christiansen,Blue Jackets,D,—,148.7,66,10,2,7.7,'-0.9,20,2,8,0,0,0,0.5,53.8,12.5,0,58.3,51.7,—,—,—,—,—,—,—,—,—,—
602,Frederik Andersen,Oilers,G,190.8,148.4,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,36,19,13,4,1.7,920,106,1026,0.896,2.94
603,Maxim Tsyplakov,Flames,"LW,RW",—,148.3,72,16,6.5,9.4,'-6.2,27,6,9,1,0,0,0.7,70.8,10,2,19,101.4,—,—,—,—,—,—,—,—,—,—
604,William Carrier,Hurricanes,LW,—,148.3,56,13,5.5,7,4.7,21,5,7,1,0,0,0,68,10.8,5.9,16.7,126.9,—,—,—,—,—,—,—,—,—,—
605,Joseph Woll,Flyers,G,205.7,147.4,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,40,19,16,5,1.6,1056,124,1180,0.895,3.10
606,Filip Gustavsson,Wild,G,179.0,144.4,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,34,18,12,4,1.8,872,97,969,0.900,2.85
607,Oskar Back,Stars,"C,LW",—,144.2,74,14,5,8.8,2.8,18,4,8,1,0,0,0.5,45.3,10.8,75.7,31.6,34.5,—,—,—,—,—,—,—,—,—,—
608,Sergei Murashov,Penguins,G,191.8,141.9,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,38,18,15,5,1.5,1021,119,1140,0.896,3.13
609,Jayden Struble,Canadiens,D,—,140.3,59,13,2.1,10.5,2.1,43,2,10,0,0,0,0.4,39.3,14.3,0,45.3,106.3,—,—,—,—,—,—,—,—,—,—
610,Arber Xhekaj,Canadiens,D,—,139.6,59,6,1.8,4.3,1.7,70,2,4,0,0,0,0,59.2,11.8,0,54.9,185.3,—,—,—,—,—,—,—,—,—,—
611,Erik Gudbranson,Blue Jackets,D,—,139.1,45,7,1.4,5.7,'-0.5,26,1,6,0,0,0,0,48.9,13.7,0,64.9,79,—,—,—,—,—,—,—,—,—,—
612,Jacob Fowler,Canadiens,G,173.1,138.0,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,35,17,14,4,1.6,945,105,1050,0.900,3
613,Casey DeSmith,Stars,G,—,137.7,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,28,16,9,3,2.1,687,69,756,0.909,2.46
614,Jordan Binnington,Blues,G,205.1,137.5,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,37,17,15,5,1.6,943,112,1055,0.894,3.03
615,Theo Lindstein,Blues,D,—,136.8,78,12,5,7,'-6,20,5,7,1,0,0,0,62,15,0,35,56,—,—,—,—,—,—,—,—,—,—
616,Anthony Stolarz,Maple Leafs,G,204.3,133.8,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,30,16,11,3,1.6,786,84,870,0.903,2.80
617,Adin Hill,Knights,G,199.9,131.8,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,29,16,10,3,1.4,685,84,769,0.891,2.90
618,Kevin Lankinen,Canucks,G,—,131.4,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,41,16,19,6,1.5,1059,130,1189,0.891,3.17
619,Ryan Lomberg,Blue Jackets,LW,—,131.4,75,11,4.9,5.8,'-0.7,48,5,6,1,0,0,0.3,66.3,8.5,2.8,19.9,125.4,—,—,—,—,—,—,—,—,—,—
620,Alex Nedeljkovic,Sharks,G,—,129.3,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,34,16,14,4,1.1,942,112,1054,0.894,3.29
621,Jack Finley,Blues,C,—,128.6,71,11,6.6,4.5,'-3.1,36,7,4,1,0,0,0.2,67,9.9,283.1,16.5,79.5,—,—,—,—,—,—,—,—,—,—
622,Philipp Grubauer,Kraken,G,—,127.2,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,34,15,14,5,1.5,883,103,986,0.896,3.03
623,Charlie Lindgren,Capitals,G,—,125.8,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,31,15,12,4,1.3,789,95,884,0.892,3.06
624,Samuel Ersson,Senators,G,—,123.5,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,34,15,14,5,1.1,856,113,969,0.883,3.32
625,Dennis Hildeby,Lightning,G,—,123.3,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,25,14,8,3,1.5,607,68,675,0.899,2.72
626,Samuel Helenius,Kings,C,—,121.4,69,11,5.6,5.3,0.8,37,6,5,1,0,0,0,50,7.9,176,20,133.5,—,—,—,—,—,—,—,—,—,—
627,Elvis Merzlikins,Blue Jackets,G,—,120.4,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,30,14,12,4,1.2,792,93,885,0.895,3.10
628,Ville Husso,Ducks,G,—,119.7,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,29,14,11,4,1.1,765,91,856,0.894,3.14
629,Stuart Skinner,Jets,G,—,118.3,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,26,13,10,3,1.5,631,71,702,0.899,2.73
630,Devin Cooley,Flames,G,—,117.1,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,29,13,12,4,1.4,756,85,841,0.899,2.93
631,Michael DiPietro,Bruins,G,—,116.6,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,27,13,11,3,1.3,691,79,770,0.898,2.93
632,Daniil Tarasov,Red Wings,G,—,115.9,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,30,13,13,4,1.3,778,92,870,0.894,3.07
633,Sebastian Cossa,Utah,G,—,111.1,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,24,12,9,3,1.2,602,70,672,0.897,2.92
634,Joonas Korpisalo,Rangers,G,—,111.0,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,25,12,10,3,1.2,627,73,700,0.896,2.92
635,Justus Annunen,Predators,G,—,110.5,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,24,12,9,3,1.1,625,71,696,0.898,2.96
636,Zack Ostapchuk,Sharks,C,—,109.8,72,8,4.7,3.2,0.5,42,5,3,1,0,0,0,45,8.2,225.6,27.3,103.7,—,—,—,—,—,—,—,—,—,—
637,Jacob Melanson,Kraken,RW,—,102.2,69,10,4.5,5.3,'-3.8,33,5,5,1,0,0,0,49,8.7,0.3,17.5,150.8,—,—,—,—,—,—,—,—,—,—
638,Arvid Soderblom,Blackhawks,G,—,101.9,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,28,11,13,4,0.8,744,96,840,0.886,3.43
639,Vitek Vanecek,Islanders,G,—,97.1,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,25,10,11,4,0.8,678,85,763,0.889,3.40
640,Ross Johnston,Blues,LW,—,89.2,59,10,2.8,6.8,'-2.6,62,3,7,0,0,0,0,31.8,9.4,1.4,21.8,143.8,—,—,—,—,—,—,—,—,—,—
641,Nicolas Deslauriers,Hurricanes,LW,—,85.2,52,5,2.8,2.6,3.4,38,3,3,0,0,0,0,40.4,8.3,2,14.8,129.7,—,—,—,—,—,—,—,—,—,—
642,Matt Rempe,Rangers,RW,—,83.6,52,7,3.8,3.6,'-1.6,38,4,4,1,0,0,0.1,39,8,36.6,14.3,107.7,—,—,—,—,—,—,—,—,—,—
643,Devon Levi,Oilers,G,—,78.2,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,10,6,3,1,0.5,257,28,285,0.902,2.80
